196,Chocolaaaabs,#BigasHindiBala
197,minoceto,#BigasHindiBala https://t.co/upThNMfexi
198,thirdworldjohn,One of the most heartbreaking ironies. #BigasHindiBala
199,mikko0619,@AarawrnCabrejas #BigasHindiBala
200,grpfallenangel,The Kidapawan incident - questions that start with the word ‘why’ #BigasHindiBala - Get Real Post https://t.co/Hs3yL4atVX
201,JekoAguado,"Paki-PM ako kung may gusto kayong ipadala
Bigas, canned goods, pera

Tulong tayo! #BigasHindiBala"
202,jemrobles,#BigasHindiBala https://t.co/KeRvWSrKvE
203,natoreyes,How true are reports that LGU is organizing a pro-govt rally in Kidapawan tomorrow? Ginagastuan daw. #BigasHindiBala
204,jrtibster,Shall we make #NasaanAngPangulo trend again for the Nth time? <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #BigasHindiBala #Halalan2016
205,katrinaacsy,#BigasHindiBala #soayunnanga  https://t.co/eenty9wZLh
206,clevearguelles,"Aquino gov't should look in the mirror. They have blamed everyone (Left, NPA, Duterte, farmers, etc) except themselves. #BigasHindiBala"
207,loraabaje,Don't you find it ironic that those who produce the food that we eat are right now begging for something to eat? #BigasHindiBala
208,_hanginghabagat,Puro ka teorya wala ka namang praktika! DONT. ME. DONT. US. #BigasHindiBala
209,Boogie_Meistah,#BigasHindiBala
210,cindy_marq,Dapat makain nya lahat within a day hanggang sumabog sya. #BigasHindiBala https://t.co/Qtr8c3GMpa
211,Jishikato,#BigasHindiBala
212,Seb_Castro,"nora aunor for the kidapawan #BigasHindiBala 
https://t.co/HOIPB902ug"
213,phaux_04,#BigasHindiBala https://t.co/X7P1Q3oczo
214,hannahgracetaba,PHILIPPINE GOV'T WHAT'S GOOD #BigasHindiBala
215,thetigeRAD,"Sadly, nothing can justify the fact that farmers died. Not even with the military's red tagging. #BigasHindiBala <ed><U+00A0><U+00BD><ed><U+00B8><U+0090>"
216,kjanermrz,Mahirap ba mamigay ng sobra? #BigasHindiBala
217,Hunyomcky,If that insulted you so be it pero jusko blessings po ang bigas <ed><U+00A0><U+00BD><ed><U+00B8><U+0094> #BigasHindiBala
218,karlapotmalapot,Farmers asking for rice. This is just so heartbreaking.  #BigasHindiBala
219,katrinaacsy,Ang pretty mo talaga. <ed><U+00A0><U+00BD><ed><U+00B2><U+0081><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> #BigasHindiBala  https://t.co/ThCE1cER9s
220,IamEcatina,#BigasHindiBala  https://t.co/PtsP3UqpxW
221,Harleymaw_,sana pwede mo lang ding wag pansinin yung feelings mo sa crush mo like how PNoy disregards the #BigasHindiBala issue ano??
222,WenaBebs,"Nagugutom ang mga magsasaka ng isang bansang agrikultural. Ano pang kwento ang mas nakalulungkot don?
#BigasHindiBala 
#bigashindipropaganda"
223,HBEAT86,"#BigasHindiBala 

Oh ano na? puro boka pa rin ba?"
224,UMApilipinas,anong klaseng halimaw ba ang mga ito? #BigasHindiBala https://t.co/JMyVx9Qbt4
225,AarawrnCabrejas,Yung mga nakiki #BigasHindiBala para kunwari socially  aware pero nakiki uso lang para cool
226,chappypap,#ArtidopeSpeaks #BigasHindiBala https://t.co/hSM7jFfzTT
227,kaivynsky,ONLY IN THE PHILIPPINES: Kidapawan farmers begging for sacks of rice. Isn't it ironic?? #BigasHindiBala
228,SupladongBolpen,"#BigasHindiBala
@doctonychopper @itlog_2 @keandsantos @chocolatesRblue @joughxii @elusive_unicorn @ALDUB_MACHO https://t.co/Yu24R4dVB9"
229,gmanewsbreaking,VIDEO: Nagsindi ng mga kandila na nilagyan ng itim na ribbon at papel na nakasaad ang #BigasHindiBala | @_jamesJA https://t.co/DjFZW5OgQk
230,imJASsaying,@ajrandoodles #BigasHindiBala
231,centuryFERN,#BigasHindiBala https://t.co/krVw4wQk7N
232,arphil_evaristo,#BigasHindiBala
233,rbahaguejr,Tengene ung Tax ko pinang-masaker ng mga magsasaka sa Kidapawan. #bigashindibala
234,MedjoMegan,This tho. #BigasHindiBala https://t.co/t9wqL2icfd
235,KenUNot,"I usually stay neutral about the Marcos-Aquino issue but... This is compelling.

#NeverAgainPaMore #BigasHindiBala https://t.co/kCBSvpmWWs"
236,killerJETplanes,"What they need is food, not bullets 
#BigasHindiBala https://t.co/p4FH3bY6K1"
237,rmp_natl,"#BigasHindiBala- FOOD Aid In, Soldiers out! | Relief for El Niño-affected Mindanao Farmers -  https://t.co/sZSVWzNL7e"
238,kjanermrz,"I felt so pitty in my own country. Yung di mo namamalayan, tumutulo na pala yung mga luha mo. #BigasHindiBala"
239,cindy_marq,Kung totoo ito dapat isaing lahat nung donated rice at ipakain dun sa Gov ng Kidapawan. <ed><U+00A0><U+00BD><ed><U+00B8><U+00A0> #BigasHindiBala https://t.co/yJ5QgZBnhl
240,AtegLao,@johncac_ Wala ng Laglag Bala per meron namang Bigas Bala #BigasHindiBala
241,fatimaesoto,sobra-sobrang kahayupan mula sa armadong pwersa ng inutil na gobyerno #bigashindibala https://t.co/qtUAfTlDnw
242,_jamesJA,MORE: Nagsindi ng mga kandila na nilagyan ng itim na ribbon at papel na nakasaad ang #bigashindibala. @dzbb https://t.co/Tav1iOCmJq
243,REAP_Mindanao,"#BigasHindiBala 
Let us join the public clamor to aid the farmers whose crops were already damaged by drought,... https://t.co/YRL35gNIQk"
244,AtegLao,@johncac_ nakakatakot humingi ng bigas ngayon sa Pinas kasi Bala ang ibibigay sa iyo #BigasHindiBala
245,venzie,"Hundreds of Kidapawan farmers, wc police blocked, will sleep along the highway tonight

#BigasHindiBala https://t.co/33PJhdyNTL"
