"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"272","Santiago seeks probe into high spending of rivals on poll ads | https://t.co/eogOaDWFce #PHVote#PiliPinasDebates2016 https://t.co/NIK1mRfWdf",FALSE,0,NA,2016-03-09 19:31:07,FALSE,NA,"707649936435732480",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"273","Duterte vows to work hard to improve running mates rating | https://t.co/J5VaPe5oab #PHVote#PiliPinasDebates2016 https://t.co/E7MRl6X3yz",FALSE,0,NA,2016-03-09 19:16:01,FALSE,NA,"707646136593436672",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"274","New PAF chief: We must retool amid sea disputes | https://t.co/yoicA2OJCn #PHVote#PiliPinasDebates2016 https://t.co/lUlgcMoy6L",FALSE,0,NA,2016-03-09 19:00:54,FALSE,NA,"707642336201695232",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"275","2 hurt as unidentified men hurl grenades in Jolo, Sulu | https://t.co/gHUkXR7raV #PHVote#PiliPinasDebates2016 https://t.co/heJaAeURL4",FALSE,0,NA,2016-03-09 18:45:50,FALSE,NA,"707638542676004864",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"276","Laborer from Manila’s slums wins P6M lotto jackpot | https://t.co/d0Xi9TgBkQ #PHVote#PiliPinasDebates2016 https://t.co/fvckkrwDLS",FALSE,0,NA,2016-03-09 18:30:45,FALSE,NA,"707634748705746944",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"277","Poe vows to name campaign donors but only after May polls | https://t.co/i8AdKFyMAv #PHVote#PiliPinasDebates2016 https://t.co/tbK6TytcdN",FALSE,0,NA,2016-03-09 18:15:41,FALSE,NA,"707630956480319488",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"278","Roxas not worried by prospect of losing allies to Poe | https://t.co/XTGrIjnyxC #PHVote#PiliPinasDebates2016 https://t.co/3I1mlnQq6Q",FALSE,0,NA,2016-03-09 18:00:37,FALSE,NA,"707627161553805312",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"279","Henares urges poll bets to bare donors | https://t.co/toHko8ooYU #PHVote#PiliPinasDebates2016 https://t.co/BSrxNlHScF",FALSE,0,NA,2016-03-09 17:45:32,FALSE,NA,"707623367646416896",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"280","Police nab top drug suspect in Zambales | https://t.co/uHWjis2sdb #PHVote#PiliPinasDebates2016 https://t.co/il53dWM7fT",FALSE,0,NA,2016-03-09 17:30:28,FALSE,NA,"707619575555170308",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"281","US submarine, warship in PHL for visit | https://t.co/atY1qUWkqU #PHVote#PiliPinasDebates2016 https://t.co/1KvcpgazPV",FALSE,0,NA,2016-03-09 17:15:23,FALSE,NA,"707615780389556224",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"282","Comelec to appeal SC ruling on vote receipts —Bautista | https://t.co/M1f5ocNyeW #PHVote#PiliPinasDebates2016 https://t.co/Fb1w33sVvA",FALSE,0,NA,2016-03-09 16:45:14,FALSE,NA,"707608191006318592",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"283","#OnlyBinayKnows #PiliPinasDebates2016  https://t.co/wwM1VI94LS",FALSE,0,NA,2016-03-09 16:31:54,FALSE,NA,"707604839195213824",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","agnes_guttierez",0,FALSE,FALSE,NA,NA
